web-scraper-order,web-scraper-start-url,link-selector,link-selector-href,product-base-price-selector,product-calorie-selector,product-fat-selector,product-carb-selector,product-price-kilo-selector,product-protein-selector
"1665131051-11","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","Tribe Peanut salted caramel triple decker","https://www.ah.nl/producten/product/wi518752/tribe-peanut-salted-caramel-triple-decker","2.09","1930 kJ (463 kcal)","Vet27 g","Koolhydraten33 g","Prijs per KG € 52,25","Eiwitten19 g"
"1665131054-12","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","Tribe Triple decker nut butter choc peanut","https://www.ah.nl/producten/product/wi518731/tribe-triple-decker-nut-butter-choc-peanut","2.09","2035 kJ (489 kcal)","Vet32 g","Koolhydraten24 g","Prijs per KG € 52,25","Eiwitten21 g"
"1665131057-13","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","Tribe Triple decker nut butter choc raspberry","https://www.ah.nl/producten/product/wi518712/tribe-triple-decker-nut-butter-choc-raspberry","2.09","2023 kJ (487 kcal)","Vet32 g","Koolhydraten24 g","Prijs per KG € 52,25","Eiwitten21 g"
"1665131059-14","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","AH Kokos pasta","https://www.ah.nl/producten/product/wi532219/ah-kokos-pasta","2.49","2292 kJ (549 kcal)","Vet32 g","Koolhydraten61 g","Prijs per KG € 7,32","Eiwitten3.7 g"
"1665131062-15","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","Smartful Honey nuts","https://www.ah.nl/producten/product/wi516483/smartful-honey-nuts","1.99","2029 kJ (485 kcal)","Vet37.6 g","Koolhydraten26.1 g","Normale prijs per KG € 62,25","Eiwitten11.3 g"
"1665131064-16","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","AH Kleintje jong belegen 50+ plak","https://www.ah.nl/producten/product/wi483436/ah-kleintje-jong-belegen-50-plak","2.10","1609 kJ (388 kcal)","Vet32 g","Koolhydraten0 g","Prijs per KG € 20,99","Eiwitten25 g"
"1665131067-17","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","Fratelli Laurieri Scrocchi knoflook","https://www.ah.nl/producten/product/wi537100/fratelli-laurieri-scrocchi-knoflook","2.29","1786 kJ (427 kcal)","Vet11.8 g","Koolhydraten68.3 g","Prijs per KG € 13,09","Eiwitten10.3 g"
"1665131070-18","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","Bonne Maman Caramel dulce de leche","https://www.ah.nl/producten/product/wi532253/bonne-maman-caramel-dulce-de-leche","2.49","1301 kJ (307 kcal)","Vet3.7 g","Koolhydraten65 g","Prijs per KG € 11,07","Eiwitten3.4 g"
"1665131072-19","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","Smoothiefruit Smoothie mango","https://www.ah.nl/producten/product/wi500262/smoothiefruit-smoothie-mango","0.94","206 kJ (49 kcal)","Vet0 g","Koolhydraten11 g","Normale prijs per KG € 7,63","Eiwitten0.5 g"
"1665131075-20","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","BioToday Vegan peanut bar","https://www.ah.nl/producten/product/wi493490/biotoday-vegan-peanut-bar","1.09","1911 kJ (457 kcal)","Vet22 g","Koolhydraten52 g","Prijs per KG € 27,25","Eiwitten8 g"
"1665131077-21","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","Planet Superfood Slimming salted caramel protein bar","https://www.ah.nl/producten/product/wi518750/planet-superfood-slimming-salted-caramel-protein-bar","1.87","1671 kJ (404 kcal)","Vet25 g","Koolhydraten14 g","Normale prijs per KG € 62,25","Eiwitten23 g"
"1665131080-22","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","AH Roomboter trioverpakking","https://www.ah.nl/producten/product/wi494054/ah-roomboter-trioverpakking","2.49","2750 kJ (669 kcal)","Vet73 g","Koolhydraten1.9 g","Prijs per KG € 20,75","Eiwitten0.9 g"
"1665131083-23","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","Be-Kind Double dark chocolate nut","https://www.ah.nl/producten/product/wi474892/be-kind-double-dark-chocolate-nut","2.09","2208 kJ (531 kcal)","Vet35 g","Koolhydraten27 g","Prijs per KG € 41,80","Eiwitten23 g"
"1665131086-24","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","Be-Kind Caramel nut seasalt nut","https://www.ah.nl/producten/product/wi474397/be-kind-caramel-nut-seasalt-nut","2.09","2187 kJ (522 kcal)","Vet34 g","Koolhydraten26 g","Prijs per KG € 41,80","Eiwitten23 g"
"1665131088-25","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","AH Pinda & witte chocoladesmaak pasta","https://www.ah.nl/producten/product/wi519387/ah-pinda-en-witte-chocoladesmaak-pasta","2.49","2341 kJ (563 kcal)","Vet40 g","Koolhydraten37 g","Prijs per KG € 7,32","Eiwitten12 g"
"1665131091-26","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","Planet Superfood Hunger control chocolade protein bar","https://www.ah.nl/producten/product/wi518757/planet-superfood-hunger-control-chocolade-protein-bar","1.87","1674 kJ (404 kcal)","Vet25 g","Koolhydraten16 g","Normale prijs per KG € 62,25","Eiwitten22 g"
"1665131093-27","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","AH Volkoren muesli cacao nibs","https://www.ah.nl/producten/product/wi516922/ah-volkoren-muesli-cacao-nibs","2.29","1674 kJ (399 kcal)","Vet13 g","Koolhydraten52 g","Prijs per KG € 6,54","Eiwitten13 g"
"1665131096-28","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","AH Excellent Créme paté","https://www.ah.nl/producten/product/wi516635/ah-excellent-creme-pate","2.39","1239 kJ (299 kcal)","Vet26 g","Koolhydraten4.1 g","Prijs per KG € 18,38","Eiwitten11 g"
"1665131099-29","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","Raw Organic Food Lijnzaadmix goji","https://www.ah.nl/producten/product/wi507906/raw-organic-food-lijnzaadmix-goji","1.75","2521 kJ (603 kcal)","Vet42 g","Koolhydraten26 g","Prijs per KG € 7,00","Eiwitten20 g"
"1665131101-30","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","Smoothiefruit Smoothie framboos","https://www.ah.nl/producten/product/wi500170/smoothiefruit-smoothie-framboos","0.94","173 kJ (41 kcal)","Vet0 g","Koolhydraten8 g","Normale prijs per KG € 8,06","Eiwitten1.2 g"
"1665131104-31","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","AH Pinda & choco pasta","https://www.ah.nl/producten/product/wi519383/ah-pinda-en-choco-pasta","2.49","2334 kJ (561 kcal)","Vet40 g","Koolhydraten37 g","Prijs per KG € 7,32","Eiwitten11 g"
"1665131106-32","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","Streeckgenoten Roomkaas met kruiden","https://www.ah.nl/producten/product/wi516403/streeckgenoten-roomkaas-met-kruiden","2.19","759 kJ (184 kcal)","Vet17 g","Koolhydraten3.3 g","Prijs per KG € 17,52","Eiwitten5.1 g"
"1665131109-33","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","Streeckgenoten Geitenroomkaas met kruiden","https://www.ah.nl/producten/product/wi516360/streeckgenoten-geitenroomkaas-met-kruiden","2.39","1375 kJ (333 kcal)","Vet31 g","Koolhydraten1.7 g","Prijs per KG € 19,12","Eiwitten12 g"
"1665131111-34","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","Smoothiefruit Smoothie blauwe bessen","https://www.ah.nl/producten/product/wi500171/smoothiefruit-smoothie-blauwe-bessen","0.72","163 kJ (39 kcal)","Vet0 g","Koolhydraten8 g","Normale prijs per KG € 7,63","Eiwitten0.7 g"
"1665131114-35","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","AH Kleintje gatenkaas belegen 45+ plakken","https://www.ah.nl/producten/product/wi483409/ah-kleintje-gatenkaas-belegen-45-plakken","1.44","1606 kJ (387 kcal)","Vet31 g","Koolhydraten0 g","Normale prijs per KG € 15,99","Eiwitten27 g"
"1665131116-36","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","AH Kleintje Goudse Belegen","https://www.ah.nl/producten/product/wi460737/ah-kleintje-goudse-belegen","1.46","1555 kJ (375 kcal)","Vet31 g","Koolhydraten0 g","Normale prijs per KG € 19,29","Eiwitten24 g"
"1665131119-37","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","Rawbite Coconut","https://www.ah.nl/producten/product/wi410019/rawbite-coconut","2.39","1856 kJ (445 kcal)","Vet25 g","Koolhydraten43 g","Prijs per KG € 47,80","Eiwitten8 g"
"1665131122-38","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","Trek Power protein bar millionaire shortbread","https://www.ah.nl/producten/product/wi518753/trek-power-protein-bar-millionaire-shortbread","2.39","1709 kJ (409 kcal)","Vet18 g","Koolhydraten27.3 g","Prijs per KG € 43,45","Eiwitten28.1 g"
"1665131124-39","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","Quorn Vegan ham salade","https://www.ah.nl/producten/product/wi514120/quorn-vegan-ham-salade","1.87","839 kJ (203 kcal)","Vet17 g","Koolhydraten6.4 g","Normale prijs per KG € 19,92","Eiwitten3.8 g"
"1665131129-40","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","Kips Magere leverworst","https://www.ah.nl/producten/product/wi170174/kips-magere-leverworst","2.25","750 kJ (180 kcal)","Vet12 g","Koolhydraten2.2 g","Prijs per KG € 18,00","Eiwitten15.7 g"
"1665131132-41","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","Bounce Protein ball cocoa peanut","https://www.ah.nl/producten/product/wi524458/bounce-protein-ball-cocoa-peanut","1.99","1912 kJ (458 kcal)","Vet24 g","Koolhydraten34 g","Prijs per KG € 56,86","Eiwitten23 g"
"1665131134-42","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","Bounce Protein ball salted caramel","https://www.ah.nl/producten/product/wi524457/bounce-protein-ball-salted-caramel","1.99","1879 kJ (453 kcal)","Vet25 g","Koolhydraten32 g","Prijs per KG € 56,86","Eiwitten23 g"
"1665131137-43","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","AH Speculoos & choco pasta","https://www.ah.nl/producten/product/wi519385/ah-speculoos-en-choco-pasta","2.49","2304 kJ (552 kcal)","Vet34 g","Koolhydraten57 g","Prijs per KG € 7,32","Eiwitten3.1 g"
"1665131139-44","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","AH Kleintje goudse jong kom 48+","https://www.ah.nl/producten/product/wi518922/ah-kleintje-goudse-jong-kom-48","1.40","1501 kJ (362 kcal)","Vet30 g","Koolhydraten0 g","Normale prijs per KG € 17,39","Eiwitten23 g"
"1665131142-45","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","Trek Power protein bar peanut butter crunch","https://www.ah.nl/producten/product/wi518728/trek-power-protein-bar-peanut-butter-crunch","2.39","1738 kJ (416 kcal)","Vet18.9 g","Koolhydraten27.1 g","Prijs per KG € 43,45","Eiwitten28.3 g"
"1665131144-46","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","AH Excellent Pate met gekarameliseerde ui","https://www.ah.nl/producten/product/wi516126/ah-excellent-pate-met-gekarameliseerde-ui","2.39","1090 kJ (262 kcal)","Vet20 g","Koolhydraten11 g","Prijs per KG € 18,38","Eiwitten9.2 g"
"1665131147-47","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","AH Kleintje belegen 50+ plak","https://www.ah.nl/producten/product/wi483433/ah-kleintje-belegen-50-plak","2.18","1646 kJ (397 kcal)","Vet33 g","Koolhydraten0 g","Prijs per KG € 21,79","Eiwitten25 g"
"1665131149-48","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","Bounce Protein ball choc brownie","https://www.ah.nl/producten/product/wi524456/bounce-protein-ball-choc-brownie","1.99","1857 kJ (445 kcal)","Vet22 g","Koolhydraten33 g","Prijs per KG € 49,75","Eiwitten25 g"
"1665131152-49","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","Body & Fit Perfection bar crunch white choc. cook","https://www.ah.nl/producten/product/wi508296/body-en-fit-perfection-bar-crunch-white-choc-cook","2.39","1454 kJ (347 kcal)","Vet12 g","Koolhydraten33 g","Normale prijs per KG € 39,83","Eiwitten33 g"
"1665131154-50","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","Raw Organic Food Lijnzaadmix chia-sesam bio","https://www.ah.nl/producten/product/wi507905/raw-organic-food-lijnzaadmix-chia-sesam-bio","1.89","2468 kJ (591 kcal)","Vet41 g","Koolhydraten23 g","Prijs per KG € 7,56","Eiwitten19 g"
"1665131157-51","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","Mitsuba Wasabi peanut crunch","https://www.ah.nl/producten/product/wi483927/mitsuba-wasabi-peanut-crunch","1.99","1938 kJ (461 kcal)","Vet17 g","Koolhydraten64.2 g","Prijs per KG € 15,92","Eiwitten11.7 g"
"1665131159-52","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","Rawbite Protein","https://www.ah.nl/producten/product/wi448939/rawbite-protein","2.39","1792 kJ (429 kcal)","Vet21 g","Koolhydraten34 g","Prijs per KG € 47,80","Eiwitten21 g"
"1665131162-53","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","McVitie's Cracker crisps sour cream & chive","https://www.ah.nl/producten/product/wi537106/mcvitie-s-cracker-crisps-sour-cream-en-chive","1.99","1965 kJ (468 kcal)","Vet19.4 g","Koolhydraten66.7 g","Prijs per KG € 18,09","Eiwitten5.8 g"
"1665131164-54","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","McVitie's Cracker crisps Thai sweet chilli","https://www.ah.nl/producten/product/wi536974/mcvitie-s-cracker-crisps-thai-sweet-chilli","1.99","1970 kJ (469 kcal)","Vet19.1 g","Koolhydraten67.9 g","Prijs per KG € 18,09","Eiwitten5.4 g"
"1665131167-55","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","Hero Fruitspread abrikozen","https://www.ah.nl/producten/product/wi532213/hero-fruitspread-abrikozen","2.49","993 kJ (234 kcal)","Vet0.2 g","Koolhydraten57 g","Prijs per KG € 7,11","Eiwitten0.6 g"
"1665131169-56","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","Streeckgenoten Palingworst","https://www.ah.nl/producten/product/wi498143/streeckgenoten-palingworst","2.03","1463 kJ (354 kcal)","Vet32 g","Koolhydraten3.6 g","Prijs per KG € 16,90","Eiwitten12 g"
"1665131172-57","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","AH Excellent Ardenner paté","https://www.ah.nl/producten/product/wi516640/ah-excellent-ardenner-pate","2.39","1178 kJ (284 kcal)","Vet24 g","Koolhydraten1.9 g","Prijs per KG € 18,38","Eiwitten14 g"
"1665131176-58","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","Mitsuba Wasabi peanut crunch & crispies","https://www.ah.nl/producten/product/wi483928/mitsuba-wasabi-peanut-crunch-en-crispies","1.99","2080 kJ (496 kcal)","Vet23 g","Koolhydraten64.9 g","Prijs per KG € 19,90","Eiwitten7 g"
"1665131178-59","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","AH Appel peren stroop","https://www.ah.nl/producten/product/wi480633/ah-appel-peren-stroop","1.59","1190 kJ (280 kcal)","Vet0.1 g","Koolhydraten67 g","Prijs per KG € 14,45","Eiwitten1.2 g"
"1665131181-60","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","Smaakt Geroosterde havervlokken","https://www.ah.nl/producten/product/wi452238/smaakt-geroosterde-havervlokken","2.45","1578 kJ (374 kcal)","Vet7.3 g","Koolhydraten61 g","Prijs per KG € 4,90","Eiwitten13 g"
"1665131183-61","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","Rawbite Cacao","https://www.ah.nl/producten/product/wi437796/rawbite-cacao","2.39","1852 kJ (444 kcal)","Vet24 g","Koolhydraten41 g","Prijs per KG € 47,80","Eiwitten11 g"
"1665131186-62","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","Peijnenburg Zero vanille smaak gesneden","https://www.ah.nl/producten/product/wi517811/peijnenburg-zero-vanille-smaak-gesneden","1.99","985 kJ (235 kcal)","Vet1.5 g","Koolhydraten54 g","Prijs per KG € 7,11","Eiwitten2.7 g"
"1665131189-63","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","AH Kleintje Goudse Oud","https://www.ah.nl/producten/product/wi460738/ah-kleintje-goudse-oud","1.39","1700 kJ (410 kcal)","Vet34 g","Koolhydraten0 g","Normale prijs per KG € 22,99","Eiwitten26 g"
"1665131191-64","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","Tasty Basics Brood pitten & zaden","https://www.ah.nl/producten/product/wi507075/tasty-basics-brood-pitten-en-zaden","2.49","1179 kJ (283 kcal)","Vet14 g","Koolhydraten19 g","Prijs per KG € 9,96","Eiwitten16 g"
"1665131194-65","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","Kips Groentespread aubergine","https://www.ah.nl/producten/product/wi497888/kips-groentespread-aubergine","2.39","428 kJ (103 kcal)","Vet5.5 g","Koolhydraten10.3 g","Prijs per KG € 19,12","Eiwitten1.7 g"
"1665131196-66","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","Leentjes Kokos pret","https://www.ah.nl/producten/product/wi519389/leentjes-kokos-pret","2.15","1547 kJ (370 kcal)","Vet0.2 g","Koolhydraten89.6 g","Prijs per KG € 10,75","Plantaardige Eiwitten2 g"
"1665131199-67","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","AH Proteïnereep citroensmaak","https://www.ah.nl/producten/product/wi519024/ah-proteinereep-citroensmaak","2.49","1632 kJ (392 kcal)","Vet18 g","Koolhydraten26 g","Prijs per KG € 27,67","Eiwitten20 g"
"1665131202-68","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","Peijnenburg Zero cacao smaak gesneden","https://www.ah.nl/producten/product/wi517835/peijnenburg-zero-cacao-smaak-gesneden","1.99","987 kJ (236 kcal)","Vet1.5 g","Koolhydraten54 g","Prijs per KG € 7,11","Eiwitten2.8 g"
"1665131205-69","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","AH Fruitspread abrikoos 81%","https://www.ah.nl/producten/product/wi513468/ah-fruitspread-abrikoos-81","2.45","503 kJ (119 kcal)","Vet0.1 g","Koolhydraten28 g","Prijs per KG € 7,31","Eiwitten0.6 g"
"1665131207-70","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","Holie Havermout appel & kaneel","https://www.ah.nl/producten/product/wi508378/holie-havermout-appel-en-kaneel","1.49","1546 kJ (367 kcal)","Vet6.4 g","Koolhydraten60.3 g","Normale prijs per KG € 6,54","Eiwitten12.1 g"
"1665131210-71","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","Holie Havermout nuts & seeds","https://www.ah.nl/producten/product/wi508377/holie-havermout-nuts-en-seeds","1.49","1710 kJ (408 kcal)","Vet13.9 g","Koolhydraten51.2 g","Normale prijs per KG € 6,54","Eiwitten14.3 g"
"1665131212-72","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","Body & Fit Smart bar crunchy chocolate peanut","https://www.ah.nl/producten/product/wi461542/body-en-fit-smart-bar-crunchy-chocolate-peanut","1.99","1476 kJ (353 kcal)","Vet14 g","Koolhydraten31 g","Normale prijs per KG € 44,22","Eiwitten33 g"
"1665131214-73","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","Body & Fit Perfection deluxe cookie","https://www.ah.nl/producten/product/wi508297/body-en-fit-perfection-deluxe-cookie","2.39","1583 kJ (379 kcal)","Vet15 g","Koolhydraten35 g","Normale prijs per KG € 43,45","Eiwitten36 g"
"1665131217-74","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","Hero Jam minder zoet abrikoos","https://www.ah.nl/producten/product/wi532217/hero-jam-minder-zoet-abrikoos","2.29","529 kJ (125 kcal)","Vet< 0.5 g","Koolhydraten29 g","Prijs per KG € 7,05","Eiwitten< 0.5 g"
"1665131219-75","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","Body & Fit Perfection bar crunchy chocolate cookie","https://www.ah.nl/producten/product/wi518815/body-en-fit-perfection-bar-crunchy-chocolate-cookie","1.99","1499 kJ (358 kcal)","Vet14 g","Koolhydraten32 g","Normale prijs per KG € 33,17","Eiwitten33 g"
"1665131222-76","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","Quorn Vegan filet americain","https://www.ah.nl/producten/product/wi514121/quorn-vegan-filet-americain","1.87","924 kJ (224 kcal)","Vet19 g","Koolhydraten5.8 g","Normale prijs per KG € 19,92","Eiwitten5.6 g"
"1665131225-77","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","Body & Fit Smart bar crunchy coffee & chocolate","https://www.ah.nl/producten/product/wi461568/body-en-fit-smart-bar-crunchy-coffee-en-chocolate","1.99","1465 kJ (350 kcal)","Vet13 g","Koolhydraten31 g","Normale prijs per KG € 44,22","Eiwitten33 g"
"1665131227-78","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","AH Biologisch 5-granenmix","https://www.ah.nl/producten/product/wi475245/ah-biologisch-5-granenmix","2.29","1460 kJ (345 kcal)","Vet3.5 g","Koolhydraten63 g","Prijs per KG € 5,09","Eiwitten11 g"
"1665131230-79","https://www.ah.nl/producten/ontbijtgranen-en-beleg?minPrice=1&maxPrice=2.5&page=40","AH Proteïnereep pompoenpit & dadel","https://www.ah.nl/producten/product/wi519019/ah-proteinereep-pompoenpit-en-dadel","2.49","1677 kJ (403 kcal)","Vet19 g","Koolhydraten25 g","Prijs per KG € 27,67","Eiwitten21 g"
