web-scraper-order,web-scraper-start-url,link-selector,link-selector-href,product-base-price-selector,product-calorie-selector,product-fat-selector,product-carb-selector,product-price-kilo-selector,product-protein-selector
"1665144714-988","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","Toblerone Melk honing amandelnougat","https://www.ah.nl/producten/product/wi445927/toblerone-melk-honing-amandelnougat","6.49","2235 kJ (535 kcal)","Vet29.5 g","Koolhydraten60.5 g","Prijs per KG € 18,03","Eiwitten5.6 g"
"1665144717-989","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","Lindt Lindor assorted chocolade","https://www.ah.nl/producten/product/wi466426/lindt-lindor-assorted-chocolade","6.49","2619 kJ (631 kcal)","Vet49 g","Koolhydraten41 g","Prijs per KG € 32,45","Eiwitten4.8 g"
"1665144719-990","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","Liga & Prince Back 2 School pakket","https://www.ah.nl/producten/product/wi535096/liga-en-prince-back-2-school-pakket","6.53","null","null","null","null","null"
"1665144722-991","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","Doritos dipping borrel chips guacamole","https://www.ah.nl/producten/product/wi520061/doritos-dipping-borrel-chips-guacamole","6.59","null","null","null","null","null"
"1665144724-992","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","Molensteen Amandelmeel","https://www.ah.nl/producten/product/wi492784/molensteen-amandelmeel","6.69","2761 kJ (667 kcal)","Vet55 g","Koolhydraten11 g","Prijs per KG € 16,73","Eiwitten27 g"
"1665144727-993","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","AH Walnoten ongebrand","https://www.ah.nl/producten/product/wi403605/ah-walnoten-ongebrand","5.69","2874 kJ (697 kcal)","Vet67 g","Koolhydraten3.2 g","Normale prijs per KG € 22,30","Eiwitten17 g"
"1665144729-994","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","AH Walnootmix ongebrand","https://www.ah.nl/producten/product/wi227586/ah-walnootmix-ongebrand","5.69","2812 kJ (681 kcal)","Vet64 g","Koolhydraten6 g","Normale prijs per KG € 19,11","Eiwitten17 g"
"1665144732-995","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","Smaakt Amandelmeel","https://www.ah.nl/producten/product/wi225015/smaakt-amandelmeel","6.69","2619 kJ (633 kcal)","Vet52 g","Koolhydraten16 g","Prijs per KG € 33,45","Eiwitten22 g"
"1665144734-996","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","Brabantia Tasty+ bakborstel siliconen","https://www.ah.nl/producten/product/wi468486/brabantia-tasty-bakborstel-siliconen","4.72","null","null","null","null","null"
"1665144737-997","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","AH Sinterklaas lekkernijen pakket","https://www.ah.nl/producten/product/wi536090/ah-sinterklaas-lekkernijen-pakket","6.77","null","null","null","null","null"
"1665144739-998","https://www.ah.nl/producten/snoep-koek-chips-en-chocolade?minPrice=1.8&sortBy=-price&page=40","Lindt Lindor karamel zeezout chocolade","https://www.ah.nl/producten/product/wi480913/lindt-lindor-karamel-zeezout-chocolade","6.79","2588 kJ (623 kcal)","Vet47 g","Koolhydraten43 g","Prijs per KG € 33,95","Eiwitten4.9 g"
