web-scraper-order,web-scraper-start-url,link-selector,link-selector-href,product-base-price-selector,product-calorie-selector,product-fat-selector,product-carb-selector,product-price-kilo-selector,product-protein-selector
"1665126852-529","https://www.ah.nl/producten/zuivel-plantaardig-en-eieren?page=30","Alpro Vanille","https://www.ah.nl/producten/product/wi177503/alpro-vanille","2.19","66 kcal (279 kJ)","Vet2.2 g","Koolhydraten7.4 g","Prijs per KG € 4,38","Eiwitten3.7 g"
"1665126854-530","https://www.ah.nl/producten/zuivel-plantaardig-en-eieren?page=30","Solero exotic","https://www.ah.nl/producten/product/wi226471/solero-exotic","4.25","144 kcal (605 kJ)","Vet3.1 g","Koolhydraten27 g","Prijs per LT € 15,74","Eiwitten1.7 g"
"1665126857-531","https://www.ah.nl/producten/zuivel-plantaardig-en-eieren?page=30","Hertog Slagroomijs","https://www.ah.nl/producten/product/wi221726/hertog-slagroomijs","2.30","3.7 g","Vet13 g","Koolhydraten23 g","Normale prijs per LT € 3,66","Eiwitten3.7 g"
"1665126859-532","https://www.ah.nl/producten/zuivel-plantaardig-en-eieren?page=30","AH Super kwarksnack aardbei","https://www.ah.nl/producten/product/wi163665/ah-super-kwarksnack-aardbei","1.68","329 kJ (78 kcal)","Vet1.7 g","Koolhydraten8.8 g","Prijs per KG € 4,67","Eiwitten6.8 g"
"1665126862-533","https://www.ah.nl/producten/zuivel-plantaardig-en-eieren?page=30","AH Kruidenboter","https://www.ah.nl/producten/product/wi231699/ah-kruidenboter","1.99","2648 kJ (644 kcal)","Vet70 g","Koolhydraten2.4 g","Prijs per KG € 19,90","Eiwitten0.8 g"
"1665126864-534","https://www.ah.nl/producten/zuivel-plantaardig-en-eieren?page=30","Campina Sterke start yoghurt romig en rijk","https://www.ah.nl/producten/product/wi520089/campina-sterke-start-yoghurt-romig-en-rijk","1.69","308 kJ (73 kcal)","Vet1.8 g","Koolhydraten3.5 g","Prijs per KG € 3,76","Eiwitten8.7 g"
"1665126867-535","https://www.ah.nl/producten/zuivel-plantaardig-en-eieren?page=30","HiPRO Protein skyr stijl pindakaas banaan","https://www.ah.nl/producten/product/wi498343/hipro-protein-skyr-stijl-pindakaas-banaan","1.39","234 kJ (56 kcal)","Vet0.1 g","Koolhydraten4.4 g","Prijs per KG € 8,69","Eiwitten9.3 g"
"1665126869-536","https://www.ah.nl/producten/zuivel-plantaardig-en-eieren?page=30","Oatly! Haver barista edition","https://www.ah.nl/producten/product/wi489128/oatly-haver-barista-edition","1.79","247 kJ (59 kcal)","Vet3 g","Koolhydraten6.6 g","Prijs per LT € 3,58","Eiwitten1 g"
"1665126872-537","https://www.ah.nl/producten/zuivel-plantaardig-en-eieren?page=30","Optimel Limited edition magere kwark winterglow","https://www.ah.nl/producten/product/wi196082/optimel-limited-edition-magere-kwark-winterglow","2.09","219 kJ (52 kcal)","Vet0 g","Koolhydraten4 g","Prijs per KG € 4,18","Eiwitten6.9 g"
"1665126874-538","https://www.ah.nl/producten/zuivel-plantaardig-en-eieren?page=30","AH Verse slagroom","https://www.ah.nl/producten/product/wi1505/ah-verse-slagroom","0.89","1390 kJ (335 kcal)","Vet35 g","Koolhydraten3 g","Prijs per LT € 7,12","Eiwitten2.5 g"
"1665126877-539","https://www.ah.nl/producten/zuivel-plantaardig-en-eieren?page=30","Campina Volle kwark naturel","https://www.ah.nl/producten/product/wi498201/campina-volle-kwark-naturel","4.15","507 kJ (122 kcal)","Vet8.8 g","Koolhydraten2.7 g","Prijs per KG € 4,15","Eiwitten8.2 g"
"1665126879-540","https://www.ah.nl/producten/zuivel-plantaardig-en-eieren?page=30","Fage Total Griekse yoghurt 5%","https://www.ah.nl/producten/product/wi475496/fage-total-griekse-yoghurt-5","4.99","389 kJ (93 kcal)","Vet5 g","Koolhydraten3 g","Prijs per KG € 4,99","Eiwitten9 g"
"1665126881-541","https://www.ah.nl/producten/zuivel-plantaardig-en-eieren?page=30","Melkunie Griesmeelpap","https://www.ah.nl/producten/product/wi196710/melkunie-griesmeelpap","1.55","398 kJ (95 kcal)","Vet3 g","Koolhydraten15 g","Prijs per KG € 3,10","Eiwitten2.4 g"
"1665126884-542","https://www.ah.nl/producten/zuivel-plantaardig-en-eieren?page=30","Becel Vlees & jus","https://www.ah.nl/producten/product/wi3810/becel-vlees-en-jus","1.89","3632 kJ (879 kcal)","Vet98 g","Koolhydraten0.6 g","Normale prijs per KG € 9,45","Eiwitten< 0.5 g"
"1665126887-543","https://www.ah.nl/producten/zuivel-plantaardig-en-eieren?page=30","Alpro Plantaardige variatie op yoghurt aardbei","https://www.ah.nl/producten/product/wi474612/alpro-plantaardige-variatie-op-yoghurt-aardbei","2.19","68 kcal (286 kJ)","Vet2.1 g","Koolhydraten8.1 g","Prijs per KG € 4,38","Eiwitten3.6 g"
"1665126889-544","https://www.ah.nl/producten/zuivel-plantaardig-en-eieren?page=30","Blije Kip eieren Vitamine d & omega 3","https://www.ah.nl/producten/product/wi161000/blije-kip-eieren-vitamine-d-en-omega-3","2.49","618 kJ (135 kcal)","Vet10.5 g","Koolhydraten0.5 g","null","Eiwitten12.7 g"
"1665126891-545","https://www.ah.nl/producten/zuivel-plantaardig-en-eieren?page=30","AH Yoghurt griekse stijl 10% vet","https://www.ah.nl/producten/product/wi419839/ah-yoghurt-griekse-stijl-10-vet","1.59","555 kJ (134 kcal)","Vet10 g","Koolhydraten5.9 g","Prijs per KG € 3,18","Eiwitten5 g"
"1665126894-546","https://www.ah.nl/producten/zuivel-plantaardig-en-eieren?page=30","Almhof Volle kwark citroen","https://www.ah.nl/producten/product/wi33720/almhof-volle-kwark-citroen","2.85","531 kJ (127 kcal)","Vet5.6 g","Koolhydraten12.6 g","Prijs per KG € 5,70","Eiwitten5.7 g"
"1665126896-547","https://www.ah.nl/producten/zuivel-plantaardig-en-eieren?page=30","Blue Band Iedere dag vloeibaar","https://www.ah.nl/producten/product/wi214655/blue-band-iedere-dag-vloeibaar","2.99","2730 kJ (652 kcal)","Vet74 g","Koolhydraten< 0.5 g","Prijs per LT € 5,98","Eiwitten0 g"
"1665126898-548","https://www.ah.nl/producten/zuivel-plantaardig-en-eieren?page=30","Campina Houdbare halfvolle melk","https://www.ah.nl/producten/product/wi57701/campina-houdbare-halfvolle-melk","1.39","201 kJ (48 kcal)","Vet1.5 g","Koolhydraten4.8 g","Prijs per LT € 2,78","Eiwitten3.6 g"
"1665126900-549","https://www.ah.nl/producten/zuivel-plantaardig-en-eieren?page=30","AH Biologisch Vanille yoghurt","https://www.ah.nl/producten/product/wi455649/ah-biologisch-vanille-yoghurt","1.65","285 kJ (68 kcal)","Vet1.6 g","Koolhydraten9.6 g","Prijs per LT € 1,65","Eiwitten3.7 g"
"1665126903-550","https://www.ah.nl/producten/zuivel-plantaardig-en-eieren?page=30","Vifit Drinkyoghurt perzik","https://www.ah.nl/producten/product/wi121221/vifit-drinkyoghurt-perzik","1.35","214 kJ (51 kcal)","Vet0.8 g","Koolhydraten6.5 g","Prijs per LT € 2,70","Eiwitten3.1 g"
"1665126905-551","https://www.ah.nl/producten/zuivel-plantaardig-en-eieren?page=30","AH Plantenmargarine lactose vrij","https://www.ah.nl/producten/product/wi56349/ah-plantenmargarine-lactose-vrij","0.99","2966 kJ (721 kcal)","Vet80 g","Koolhydraten0.09 g","Prijs per KG € 3,96","Eiwitten0.2 g"
"1665126907-552","https://www.ah.nl/producten/zuivel-plantaardig-en-eieren?page=30","Campina Houdbare halfvolle melk","https://www.ah.nl/producten/product/wi502518/campina-houdbare-halfvolle-melk","1.49","48 kcal (199 kJ)","Vet1.5 g","Koolhydraten4.8 g","Prijs per LT € 1,49","Eiwitten3.5 g"
"1665126910-553","https://www.ah.nl/producten/zuivel-plantaardig-en-eieren?page=30","Lindahls Kvarg vanillesmaak","https://www.ah.nl/producten/product/wi395287/lindahls-kvarg-vanillesmaak","2.59","249 kJ (59 kcal)","Vet0.2 g","Koolhydraten3.2 g","Prijs per KG € 5,18","Eiwitten11 g"
"1665126912-554","https://www.ah.nl/producten/zuivel-plantaardig-en-eieren?page=30","Almhof Halfvolle yoghurt kers","https://www.ah.nl/producten/product/wi201969/almhof-halfvolle-yoghurt-kers","1.89","362 kJ (86 kcal)","Vet1.5 g","Koolhydraten13.2 g","Prijs per KG € 3,78","Eiwitten4.1 g"
"1665126914-555","https://www.ah.nl/producten/zuivel-plantaardig-en-eieren?page=30","Zeeuws Meisje Plantaardig voor koken bakken en braden","https://www.ah.nl/producten/product/wi129484/zeeuws-meisje-plantaardig-voor-koken-bakken-en-braden","1.59","3055 kJ (730 kcal)","Vet82 g","Koolhydraten< 0.5 g","Prijs per KG € 6,36","Eiwitten< 0.5 g"
"1665126917-556","https://www.ah.nl/producten/zuivel-plantaardig-en-eieren?page=30","Isey Skyr licht gezouten caramel","https://www.ah.nl/producten/product/wi509604/isey-skyr-licht-gezouten-caramel","1.87","234 kJ (55 kcal)","Vet0.2 g","Koolhydraten3.7 g","Normale prijs per KG € 6,23","Eiwitten9.6 g"
"1665126919-557","https://www.ah.nl/producten/zuivel-plantaardig-en-eieren?page=30","De Zaanse Hoeve Roeryoghurt naturel","https://www.ah.nl/producten/product/wi182727/de-zaanse-hoeve-roeryoghurt-naturel","0.69","217 kJ (52 kcal)","Vet1.5 g","Koolhydraten5 g","Prijs per KG € 1,38","Eiwitten4.5 g"
"1665126922-558","https://www.ah.nl/producten/zuivel-plantaardig-en-eieren?page=30","Blije Kip eieren Scharrel kanjers","https://www.ah.nl/producten/product/wi197225/blije-kip-eieren-scharrel-kanjers","2.99","618 kJ (148 kcal)","Vet10.5 g","Koolhydraten0.5 g","null","Eiwitten12.7 g"
"1665126924-559","https://www.ah.nl/producten/zuivel-plantaardig-en-eieren?page=30","Friesche Vlag Goudband","https://www.ah.nl/producten/product/wi3675/friesche-vlag-goudband","0.69","645 kJ (154 kcal)","Vet8.1 g","Koolhydraten12.1 g","Prijs per LT € 9,86","Eiwitten8.3 g"
"1665126926-560","https://www.ah.nl/producten/zuivel-plantaardig-en-eieren?page=30","Isey Skyr crème brûlée","https://www.ah.nl/producten/product/wi476347/isey-skyr-creme-brulee","1.19","311 kJ (75 kcal)","Vet2 g","Koolhydraten3.7 g","Normale prijs per KG € 9,35","Eiwitten9.7 g"
